method,dim_embedding,m,std,modality,signal,pid
contrastive+VAE,128,"[ 0.         -0.03430198 -0.02828546 -0.02569799 -0.01775915 -0.01302102
 -0.00482919  0.00201929  0.00720796  0.01007195  0.01372291  0.01763464
  0.02540036  0.03272506  0.03715599  0.04206081  0.04534018  0.04839499
  0.05304952  0.05946232  0.06159247  0.06326481  0.07001215  0.07198931
  0.07566678  0.07979159  0.08283089  0.08624339  0.08902197  0.09463217
  0.09646199  0.09831795  0.10037684  0.10306353  0.10503761  0.10704864
  0.10861071  0.1107903   0.11360214  0.11735493  0.12139584  0.12336443
  0.12633269  0.1298027   0.13278388  0.13515897  0.13924382  0.14149159
  0.143369    0.14674797  0.15058644  0.15362573  0.15529521  0.15747238
  0.16316553  0.16551883  0.16837066  0.17008072  0.17139177  0.17088639
  0.17191788  0.17467376  0.17842065  0.18223576  0.18341952  0.18452701
  0.18625446  0.18842713  0.18909318  0.19177666  0.19476232  0.19446193
  0.19653501  0.1994858   0.20189867  0.20422751  0.20485176  0.20715535
  0.20668161  0.20693155  0.2087049   0.21069245  0.21090825  0.21167296
  0.21291425  0.21419979  0.21522486  0.21790372  0.22060219  0.22196825
  0.22266704  0.22350085  0.22563912  0.2266027   0.22864115  0.23030124
  0.2316906   0.23266555  0.23349217  0.23362892  0.23530763]","[0.         0.14066628 0.14422639 0.14678846 0.15349096 0.15702921
 0.16267112 0.16946286 0.1734908  0.17422631 0.17755627 0.18059883
 0.18628594 0.19209624 0.19521441 0.19946352 0.20159302 0.20504604
 0.21204524 0.21823797 0.21998522 0.22352947 0.23120645 0.2330019
 0.23683748 0.240186   0.24170014 0.24296384 0.24629901 0.25073658
 0.2538451  0.2543859  0.25446074 0.256553   0.26067466 0.26370511
 0.2649584  0.26512533 0.26905141 0.27232512 0.27568461 0.27742799
 0.27920161 0.28160391 0.28196067 0.28236085 0.2843563  0.28634273
 0.28875728 0.29099001 0.29312157 0.29498767 0.29700671 0.30033251
 0.30266306 0.30517811 0.30681799 0.30909241 0.30909479 0.31011649
 0.31019842 0.31321386 0.31326907 0.31526468 0.31695522 0.31798612
 0.31973017 0.32097098 0.32241519 0.32340509 0.3240863  0.32522413
 0.32563642 0.32652075 0.32825117 0.32789984 0.32899762 0.33043502
 0.33125054 0.33304324 0.3329805  0.33398428 0.33343932 0.33475314
 0.33533497 0.33606813 0.33684555 0.33802718 0.3389831  0.34045972
 0.34139248 0.34201461 0.34303513 0.34406998 0.34499497 0.34657966
 0.34788852 0.34902845 0.34935918 0.34939201 0.35013281]",auditory,has_information,23.0
contrastive+VAE,128,"[ 0.         -0.02852503 -0.02246379 -0.01957447 -0.01182687 -0.00635289
  0.0019692   0.00906993  0.01386491  0.01747507  0.02177791  0.0266318
  0.03442955  0.04184689  0.04644219  0.05165181  0.0545339   0.05793106
  0.06263517  0.06927286  0.07141051  0.07457093  0.08137781  0.0839862
  0.08838434  0.09280994  0.09631641  0.10065974  0.10391598  0.10922292
  0.11145094  0.11319989  0.11560724  0.11879661  0.12057353  0.12310034
  0.12489079  0.12753661  0.13081587  0.13476302  0.13871081  0.14098512
  0.14375792  0.14736006  0.15003023  0.15297678  0.15726202  0.1599842
  0.16216875  0.16552666  0.16944617  0.17221507  0.17399372  0.17590989
  0.18158909  0.18411892  0.18652337  0.1883855   0.1893649   0.1889035
  0.19024453  0.19296941  0.19671602  0.20040206  0.20176991  0.20303818
  0.20462429  0.20654704  0.20736276  0.21012178  0.21311497  0.21333298
  0.21532782  0.21810681  0.22059397  0.22324187  0.22403368  0.22637342
  0.22607159  0.22649303  0.22892773  0.23103113  0.23208447  0.23334607
  0.23478151  0.23579738  0.23735447  0.24015637  0.24302819  0.24472096
  0.24543408  0.24614302  0.24833671  0.24965093  0.25202416  0.25348483
  0.25490195  0.25604261  0.25655186  0.25749885  0.25879297]","[0.         0.13547749 0.13896182 0.14154403 0.1479394  0.1517405
 0.15721784 0.1636839  0.16737265 0.16842259 0.17212068 0.1757384
 0.18121434 0.18655388 0.1895941  0.19380676 0.19580765 0.19943159
 0.20615074 0.21183209 0.2136787  0.21789069 0.22507072 0.22695487
 0.23102622 0.23447678 0.23608227 0.23795757 0.241502   0.24556261
 0.24871186 0.24937935 0.24981491 0.25200592 0.25564643 0.25870052
 0.2601728  0.26055332 0.26460791 0.26778674 0.27069159 0.2723005
 0.27377402 0.27591218 0.27587016 0.27670071 0.27869906 0.28090247
 0.28334678 0.28557214 0.28758814 0.28916228 0.29108916 0.29408553
 0.29616835 0.29867351 0.30000006 0.30227048 0.30212111 0.30308111
 0.30328629 0.30611029 0.30622958 0.30798232 0.30959877 0.31055833
 0.31217007 0.31320476 0.31475145 0.31579948 0.31627861 0.31764246
 0.31805441 0.31878662 0.32029564 0.32005591 0.32102393 0.32225587
 0.32319866 0.32498704 0.32536021 0.32632106 0.326304   0.32787694
 0.32842624 0.32909078 0.3301757  0.33117169 0.33211842 0.33361406
 0.33435498 0.33481051 0.33586414 0.33705844 0.3380581  0.33942533
 0.34060673 0.34171018 0.34179096 0.34231753 0.34272111]",auditory,has_item,14.0
contrastive+VAE,128,"[ 0.         -0.01650504 -0.01056758 -0.00713289  0.00048787  0.00639161
  0.01472867  0.02164458  0.02670975  0.03052053  0.03494341  0.0403233
  0.04836278  0.05577753  0.06030759  0.06617287  0.06948781  0.07293854
  0.0775059   0.08380428  0.08626886  0.08923927  0.09560249  0.09900662
  0.10341097  0.10762636  0.11130126  0.11564918  0.11905244  0.1242563
  0.12657253  0.12827893  0.13063604  0.13381491  0.13558799  0.13773788
  0.1398966   0.14262519  0.14618626  0.15023517  0.1539987   0.15630144
  0.15915113  0.16296804  0.16559927  0.16884781  0.17370797  0.17682319
  0.17901525  0.18249541  0.18611905  0.18881198  0.1904285   0.19254598
  0.19797658  0.20063481  0.20290717  0.20513443  0.20634462  0.20585159
  0.20727427  0.21025941  0.2139793   0.21780404  0.21948147  0.2207235
  0.22244976  0.22456762  0.22544158  0.22807752  0.2312942   0.23155553
  0.23359435  0.23588084  0.23833905  0.24099692  0.2422049   0.24456726
  0.24457612  0.24536786  0.24780837  0.24989164  0.2511055   0.25280355
  0.25426288  0.25533218  0.25687489  0.25961117  0.26251501  0.2643662
  0.2650572   0.26588262  0.26824493  0.26963554  0.27206945  0.27351397
  0.27489543  0.27605705  0.27641628  0.27738815  0.27894874]","[0.         0.13577355 0.13886988 0.14175872 0.1476489  0.15158161
 0.15670725 0.16252407 0.16632741 0.16755497 0.17121095 0.17498249
 0.18017998 0.18514634 0.18789645 0.1923134  0.19458965 0.19801181
 0.20406101 0.20901397 0.21096255 0.21465051 0.22103782 0.22343734
 0.22709628 0.23017334 0.2316861  0.23349158 0.23686032 0.24060475
 0.24371231 0.24427733 0.24462213 0.24668766 0.25012519 0.25278266
 0.25438966 0.2548719  0.2588464  0.26189269 0.26449008 0.26601365
 0.26739972 0.26948215 0.26938479 0.27034419 0.27259401 0.2749284
 0.27724264 0.27950139 0.28119856 0.28264013 0.28440164 0.28732973
 0.28912796 0.29157735 0.29273914 0.29511    0.29516014 0.29602504
 0.29630713 0.29912101 0.2992468  0.30098855 0.3027112  0.30364207
 0.30531362 0.3063934  0.30791433 0.30885297 0.30940716 0.31069187
 0.31113385 0.31153148 0.31287132 0.31264024 0.31376137 0.31498647
 0.3160373  0.31794344 0.31835175 0.31918489 0.31919579 0.32090332
 0.321437   0.32211073 0.323083   0.32393621 0.32479735 0.32630781
 0.32701947 0.32750426 0.32861615 0.3297628  0.33070472 0.33198385
 0.33306609 0.33412575 0.33409922 0.33459515 0.33514245]",auditory,has_item,38.0
contrastive+VAE,128,"[ 0.         -0.0131131  -0.00762886 -0.00428055  0.0027079   0.00829116
  0.01607044  0.02222891  0.02696378  0.03072629  0.0345598   0.03981615
  0.04701729  0.0545001   0.05841588  0.06366104  0.06708707  0.06998322
  0.0744089   0.0800902   0.08292891  0.08585157  0.09197117  0.09533336
  0.09944199  0.10326012  0.10703011  0.11109675  0.11445402  0.11949643
  0.12163714  0.12324663  0.12526846  0.12799375  0.12922117  0.13121109
  0.13352054  0.13643466  0.13969547  0.14401589  0.14747377  0.14952392
  0.15207173  0.15576741  0.15831121  0.16136714  0.16591924  0.16883217
  0.17053707  0.17415653  0.17711576  0.17967046  0.18127375  0.18281818
  0.18796214  0.19068876  0.19311497  0.19471093  0.19623658  0.19598146
  0.19725627  0.20017057  0.20352075  0.20716759  0.20913674  0.21010744
  0.21190283  0.2138363   0.2145573   0.21695285  0.22008695  0.22080172
  0.22275159  0.22507361  0.22741355  0.22961612  0.23045262  0.23316904
  0.23354743  0.23427751  0.23670701  0.23889083  0.23984838  0.24127028
  0.24268461  0.24368718  0.245449    0.24809817  0.25110787  0.25239864
  0.25314253  0.25405461  0.25610699  0.25790685  0.26021468  0.26144212
  0.26272994  0.26367784  0.26438017  0.26547685  0.2671578 ]","[0.         0.13099336 0.13386613 0.13673191 0.14245584 0.14616881
 0.15105696 0.15660879 0.16023771 0.16142629 0.16492859 0.16850125
 0.1734982  0.17812825 0.18093333 0.18529111 0.18749815 0.19094828
 0.19678623 0.20180951 0.20370672 0.20727204 0.21352254 0.21566828
 0.21936783 0.22243136 0.22389154 0.22570002 0.22895152 0.23258207
 0.23537031 0.23611559 0.23658186 0.23856414 0.24201208 0.24458141
 0.24611171 0.24666038 0.25073081 0.25347628 0.25602702 0.25746489
 0.25886779 0.26109807 0.26109796 0.2621754  0.26441188 0.26668219
 0.26906802 0.27138639 0.27322453 0.27480883 0.27641426 0.2792915
 0.28100652 0.28318314 0.2841227  0.28680255 0.28679603 0.28746384
 0.28778437 0.29052503 0.2907614  0.29245176 0.29386143 0.29483
 0.29646315 0.29761292 0.29908564 0.3000728  0.30067176 0.30166877
 0.30217272 0.30253713 0.30387075 0.3037881  0.30511689 0.30615095
 0.30700625 0.30898457 0.30944711 0.31026459 0.31041547 0.31224852
 0.31279872 0.3134862  0.31433745 0.31519223 0.31580988 0.31751284
 0.31815799 0.31857402 0.3198131  0.32074607 0.32163876 0.32286464
 0.32399328 0.32508413 0.32483271 0.32523836 0.32574449]",auditory,has_item,32.0
contrastive+VAE,128,"[ 0.         -0.02660893 -0.02151891 -0.01811086 -0.01093456 -0.00549516
  0.00176223  0.00761242  0.01189255  0.01565347  0.01942006  0.02461257
  0.03205896  0.0390815   0.04300604  0.04826303  0.05122     0.05354335
  0.05712549  0.06259934  0.06550161  0.06886931  0.07463853  0.07770031
  0.08146713  0.0853097   0.0889429   0.09326242  0.0965073   0.10146005
  0.10367163  0.10569152  0.10713217  0.10968923  0.11068764  0.11282576
  0.11496062  0.1177137   0.12085447  0.12466949  0.12769034  0.13011487
  0.13277049  0.13681351  0.13921766  0.14218346  0.14661675  0.14902326
  0.15108192  0.15507519  0.15808222  0.16059972  0.16185127  0.16315042
  0.16827155  0.17113819  0.17325904  0.17468749  0.17608452  0.17598404
  0.17686762  0.17970216  0.18264002  0.18575692  0.18734537  0.18828797
  0.19033623  0.19205724  0.19364879  0.19647181  0.19977011  0.20078984
  0.2033074   0.20543302  0.20772954  0.20968862  0.21068131  0.21369506
  0.21445192  0.2153301   0.21741214  0.21971203  0.22039493  0.22167706
  0.2233524   0.22430697  0.22606322  0.22914271  0.23215509  0.23348961
  0.23458611  0.23538176  0.23710679  0.23905953  0.24172278  0.24263335
  0.24355336  0.245119    0.24572011  0.24709412  0.24883224]","[0.         0.13538892 0.13851704 0.14101353 0.14596847 0.14953703
 0.15462484 0.16010056 0.16398096 0.16509545 0.16838178 0.17191996
 0.17619739 0.180923   0.183646   0.18769221 0.19020695 0.19407193
 0.20026824 0.20505762 0.20673576 0.20956432 0.21563343 0.21792957
 0.22178765 0.22452325 0.22594657 0.22740209 0.23058676 0.23395491
 0.23662384 0.23697703 0.23793232 0.23999719 0.24350937 0.24561777
 0.24722877 0.24795969 0.25184817 0.25510167 0.2579787  0.25898539
 0.26017309 0.26183938 0.26201822 0.26298697 0.265248   0.26778253
 0.26959119 0.27163247 0.27323936 0.2746571  0.27642101 0.27931423
 0.28110944 0.28298109 0.2841368  0.28681001 0.28708449 0.28771127
 0.28830219 0.29072058 0.29125323 0.29332901 0.29504892 0.2960614
 0.29741639 0.29874496 0.29930401 0.2996968  0.30018976 0.30081794
 0.30089994 0.3014416  0.30274822 0.30273044 0.30377488 0.30447931
 0.30497617 0.30666073 0.30746328 0.30824273 0.30858747 0.31038215
 0.31078845 0.31164738 0.31231135 0.31284268 0.31344462 0.31494884
 0.31524102 0.31560155 0.31702691 0.31776961 0.31831154 0.3195128
 0.32079375 0.321366   0.32129573 0.32147904 0.3219549 ]",auditory,idle,29.0
contrastive+VAE,128,"[0.         0.11588771 0.13053337 0.13674684 0.15510506 0.14996443
 0.15058472 0.16003731 0.15675297 0.16105676 0.18202734 0.1807843
 0.19530459 0.18808535 0.17706545 0.18002692 0.21291395 0.24013334
 0.24177107 0.25105403 0.26200597 0.26018189 0.25342093 0.24097748
 0.23641776 0.2493348  0.24815036 0.26036589 0.27681635 0.28614401
 0.28258633 0.28241904 0.28299464 0.29082613 0.27899626 0.28552271
 0.29201461 0.29557917 0.30600767 0.31602034 0.31020514 0.30370117
 0.31434496 0.32196149 0.32103624 0.32863641 0.31788278 0.31262261
 0.32004064 0.31432601 0.31302098 0.32266941 0.31742256 0.32454033
 0.33274769 0.33933437 0.33861759 0.34427124 0.34201227 0.33780842
 0.33453517 0.33409362 0.34085923 0.34327737 0.34696988 0.34719711
 0.35381475 0.35370867 0.35242199 0.36399984 0.36556955 0.37310886
 0.37451038 0.37567751 0.38042894 0.38694981 0.38182727 0.38809701
 0.38719835 0.38128474 0.38764598 0.39192236 0.3882376  0.3922062
 0.40445915 0.40291166 0.40595947 0.4069022  0.40254241 0.39368943
 0.39440324 0.39609287 0.39162225 0.39390092 0.39888241 0.39343089
 0.39867907 0.39998245 0.39969765 0.40320258 0.40661201]","[0.         0.04283118 0.06560437 0.07853905 0.0809695  0.09152097
 0.10897689 0.11501739 0.11300661 0.12994926 0.12729364 0.13145294
 0.13006911 0.14003957 0.15529274 0.17620543 0.16768333 0.1501293
 0.15420918 0.15082729 0.15207595 0.15704052 0.15910772 0.17061333
 0.17852642 0.18046822 0.17875751 0.16749503 0.16089415 0.17316608
 0.18351743 0.18483494 0.16831396 0.17879887 0.18139411 0.18371961
 0.1739408  0.18460659 0.17480507 0.17259087 0.17478985 0.17791555
 0.170998   0.17817314 0.17547596 0.16433513 0.17229378 0.18167988
 0.18198974 0.18281853 0.18607898 0.17387521 0.17487435 0.17887395
 0.18403274 0.1817567  0.18003024 0.17989122 0.16237117 0.16749938
 0.1739753  0.17971923 0.17084039 0.17760552 0.1730299  0.17893832
 0.1659836  0.16460299 0.15357992 0.15224202 0.1482402  0.14816708
 0.13944633 0.1450305  0.13997988 0.13544592 0.13248799 0.13008366
 0.12622802 0.13212903 0.12928464 0.13202504 0.138858   0.13953407
 0.13406487 0.13606355 0.13665189 0.13107623 0.12053946 0.1251108
 0.12314488 0.12399973 0.11723163 0.11281007 0.11486889 0.10751079
 0.11312112 0.11830509 0.11585166 0.11590224 0.12329406]",visual,has_item,37.0
contrastive+VAE,128,"[0.         0.0315312  0.04021057 0.04791007 0.05978659 0.05977911
 0.06259898 0.06762344 0.06188874 0.06766699 0.07636036 0.07757271
 0.0820161  0.07889676 0.06943431 0.07175922 0.08645581 0.09557877
 0.09928672 0.10847575 0.11438963 0.11180852 0.11322666 0.10983215
 0.10461045 0.10888825 0.11079316 0.11967341 0.12690224 0.13632822
 0.12982113 0.13171821 0.13825062 0.14130992 0.136439   0.13873897
 0.14332273 0.1454223  0.14841742 0.150192   0.14990471 0.14705741
 0.15373015 0.15907202 0.15376446 0.15993877 0.15309394 0.14677653
 0.15309593 0.15127781 0.15465006 0.16399636 0.16507058 0.16758223
 0.1733022  0.18023863 0.17918518 0.17787421 0.17617422 0.17212976
 0.17544711 0.17159791 0.17684066 0.17846866 0.18154252 0.17960607
 0.1820596  0.18129561 0.1792197  0.18308815 0.18658901 0.18770981
 0.18742599 0.18827403 0.19265996 0.19069994 0.19163881 0.19517945
 0.19063534 0.18919691 0.19025626 0.19081877 0.18439582 0.18307389
 0.18945409 0.19009506 0.19139028 0.19450379 0.19358771 0.18778402
 0.18813004 0.19399905 0.19968983 0.20426711 0.20841336 0.20345211
 0.20370972 0.20217354 0.19926671 0.19682993 0.19985316]","[0.         0.09048865 0.10338059 0.10981469 0.11647038 0.11668494
 0.12326339 0.13063603 0.13136008 0.13868628 0.14616437 0.14827065
 0.15801712 0.15927623 0.16625437 0.17614873 0.18653173 0.19289738
 0.19500671 0.19466771 0.19857397 0.20535346 0.20029561 0.19814611
 0.20677507 0.21559636 0.21289343 0.20963159 0.21284376 0.21736962
 0.22175124 0.22138089 0.21070364 0.21742644 0.21375289 0.22073744
 0.21846343 0.22411369 0.22564664 0.23079806 0.22753386 0.22565673
 0.22481377 0.2289395  0.22811754 0.2226018  0.22186788 0.2280222
 0.22953852 0.22559831 0.22355441 0.22053903 0.21629435 0.22310415
 0.22819586 0.22288249 0.22197622 0.22760676 0.22133309 0.2219369
 0.22227873 0.22746499 0.22394047 0.22575197 0.22348544 0.22844667
 0.22466922 0.22376429 0.21818006 0.22270368 0.21930884 0.22477253
 0.22416763 0.22662721 0.22587905 0.23076272 0.22442593 0.22685124
 0.23268794 0.23058323 0.23369019 0.2382597  0.24192694 0.24708695
 0.25163888 0.251188   0.25251658 0.24846791 0.24114744 0.24133011
 0.24214317 0.24173648 0.2297248  0.22707707 0.22711391 0.22499361
 0.23010365 0.23461871 0.23751915 0.23966362 0.2399584 ]",visual,has_item,31.0
contrastive+VAE,128,"[0.         0.00125234 0.01088131 0.02103505 0.02975789 0.03239701
 0.03854326 0.04410176 0.041244   0.05270936 0.06175945 0.06232367
 0.07056135 0.07101702 0.06654678 0.07305858 0.08784708 0.09453694
 0.09906731 0.10717772 0.11386128 0.11330742 0.11395919 0.11389679
 0.11430714 0.11761009 0.11883066 0.1260423  0.13426227 0.14469161
 0.14355493 0.1460401  0.15069419 0.15273523 0.14864393 0.15157756
 0.15682478 0.15888955 0.16280239 0.16475095 0.16594809 0.16755563
 0.17357776 0.17665519 0.1731673  0.17964099 0.17735801 0.17646802
 0.18292949 0.18336178 0.18642629 0.19499378 0.19757146 0.2057391
 0.21126447 0.21815988 0.2203744  0.22034801 0.22285536 0.22109741
 0.22528631 0.22665956 0.23371873 0.23517497 0.2391641  0.24126857
 0.24424667 0.24410017 0.24330442 0.2470088  0.25189084 0.25302538
 0.25374374 0.25533109 0.25982432 0.25936069 0.26097636 0.26463278
 0.26336321 0.2620692  0.26382609 0.26554051 0.26163652 0.26203008
 0.26991798 0.27177068 0.27499346 0.27838117 0.27810011 0.27600997
 0.27633298 0.28089319 0.28483964 0.28737676 0.28993828 0.28854687
 0.28891889 0.28810848 0.28578047 0.28433831 0.28650825]","[0.         0.08736428 0.09789211 0.10136152 0.10883811 0.10765357
 0.11084867 0.11658522 0.11900745 0.12484988 0.13084111 0.13176561
 0.14140976 0.13874157 0.14328643 0.15182254 0.1590243  0.16414525
 0.16541875 0.16662571 0.17054556 0.17545412 0.1719264  0.17133274
 0.17843798 0.18499601 0.18475073 0.18136813 0.18194521 0.18483275
 0.18893051 0.18886486 0.18058665 0.18617066 0.18286145 0.18827956
 0.18586606 0.19035252 0.19196705 0.19662386 0.19374234 0.19192485
 0.19118244 0.1940163  0.19334244 0.18967955 0.18966772 0.1969477
 0.19866418 0.19539957 0.19344673 0.191225   0.18880375 0.19505128
 0.1992673  0.1951606  0.19607432 0.20112772 0.19841058 0.1998864
 0.20032881 0.20620942 0.20521424 0.20662182 0.20540172 0.21067409
 0.20823589 0.20804724 0.20567484 0.20842178 0.20637079 0.21011537
 0.21009141 0.21203972 0.21240409 0.21759514 0.21360285 0.21430648
 0.2200403  0.21899903 0.22107442 0.22518954 0.2292092  0.23362261
 0.23707854 0.23746884 0.23897358 0.23624377 0.23170034 0.23441477
 0.23509467 0.23388096 0.22453843 0.22114687 0.21995144 0.22114423
 0.22469265 0.22841536 0.23078539 0.23335774 0.23293187]",visual,idle,25.0
contrastive+VAE,128,"[ 0.         -0.01700239 -0.00821436  0.00347167  0.01106652  0.01370404
  0.01696143  0.02365869  0.0229462   0.03260875  0.04125802  0.04210511
  0.05039886  0.05297397  0.04973543  0.05558008  0.06864894  0.07466061
  0.0775042   0.08638182  0.09604169  0.09581785  0.09781675  0.09918372
  0.10190983  0.10551089  0.10661506  0.11301419  0.11954706  0.12876806
  0.12842292  0.13123557  0.13383633  0.1362884   0.13572613  0.1377278
  0.14283116  0.14369793  0.14735457  0.14980381  0.1512407   0.15351453
  0.15807509  0.16175622  0.16039287  0.16575351  0.16511966  0.16586421
  0.17220733  0.17371856  0.17798325  0.18479704  0.18717921  0.19269047
  0.19819505  0.20459599  0.20661556  0.20739971  0.21080779  0.21062813
  0.21377585  0.21572518  0.22130867  0.22262984  0.22623387  0.22967885
  0.23244831  0.23298481  0.23245358  0.23556106  0.24055023  0.24182023
  0.24281043  0.24438924  0.24825357  0.24827856  0.25006347  0.25447902
  0.25486589  0.25452601  0.25586891  0.25765747  0.25496685  0.25475105
  0.2614801   0.26375269  0.26619986  0.26943891  0.26997425  0.26790288
  0.26957801  0.27338835  0.27612161  0.27854638  0.28051832  0.27990349
  0.28059792  0.28107526  0.27923136  0.27808344  0.28058809]","[0.         0.08260381 0.09235839 0.09469579 0.10296471 0.10287789
 0.1069758  0.11055146 0.11136161 0.11764158 0.12471728 0.12474644
 0.13262146 0.12986993 0.13289593 0.14032841 0.14646661 0.1516751
 0.15415958 0.15386833 0.1566892  0.15984795 0.15672578 0.15611907
 0.16144909 0.16655193 0.16682613 0.16473932 0.16494282 0.16750622
 0.17018287 0.16982916 0.16336351 0.16768515 0.16327968 0.16849958
 0.16636195 0.17006585 0.17109492 0.17491247 0.1728655  0.17142378
 0.17111689 0.17293984 0.17167491 0.16873237 0.16812636 0.17426631
 0.17529773 0.17235449 0.1701156  0.1683419  0.16615343 0.17267318
 0.17622598 0.17306891 0.17395135 0.17796962 0.17585287 0.17694597
 0.17770805 0.18211231 0.18146211 0.18289472 0.18157516 0.18574618
 0.18393066 0.18344231 0.18139182 0.1842077  0.18255728 0.18577891
 0.18517867 0.18686613 0.18697107 0.19104634 0.18769161 0.1884342
 0.19320095 0.1922648  0.19411832 0.19755161 0.20081272 0.20464389
 0.20749765 0.20783907 0.2092654  0.20678111 0.20263624 0.20500148
 0.20555042 0.2044981  0.19687424 0.19375298 0.19297269 0.19387547
 0.1969467  0.20001146 0.20214032 0.20439354 0.20403666]",visual,idle,16.0
contrastive+VAE,128,"[ 0.         -0.01902165 -0.01216556 -0.00311409  0.00346756  0.0053065
  0.00861054  0.01259536  0.01270599  0.02102706  0.02954325  0.029599
  0.03560625  0.03731562  0.0351175   0.04048402  0.0502873   0.05673964
  0.05953021  0.06520088  0.07447769  0.0741877   0.07512928  0.07591129
  0.07791674  0.08032106  0.0805208   0.08503309  0.09079103  0.09838593
  0.0973188   0.10048494  0.1034264   0.10441857  0.10395056  0.10672247
  0.11098218  0.11146491  0.11509639  0.11560757  0.11977417  0.12155736
  0.12575714  0.12782951  0.12671878  0.13047429  0.1293096   0.12980301
  0.13462576  0.13660844  0.13916632  0.1447107   0.14819041  0.15274358
  0.1571408   0.16296889  0.16566328  0.16527184  0.16862938  0.16870303
  0.17326137  0.1761691   0.18239901  0.18358317  0.18592442  0.19024362
  0.19301509  0.19405739  0.19389411  0.19596207  0.20043887  0.20149073
  0.20219737  0.20338475  0.20630283  0.20573642  0.20859341  0.21232214
  0.21299727  0.21312505  0.21418449  0.2160179   0.21499355  0.2128883
  0.21738437  0.21940593  0.22203738  0.22511878  0.2262016   0.22330783
  0.22433905  0.22555536  0.22822623  0.23123791  0.23189929  0.23015156
  0.23069132  0.23055825  0.22938446  0.22777703  0.23049242]","[0.         0.07438402 0.08397039 0.08770433 0.09554    0.09598744
 0.09972003 0.10481786 0.10495578 0.11100639 0.11770122 0.11900396
 0.1273194  0.12702998 0.12876666 0.13579099 0.14193119 0.14634271
 0.14741225 0.14880888 0.15196853 0.15492424 0.15390767 0.15440649
 0.16001535 0.16552873 0.1658666  0.16656272 0.1662718  0.16982155
 0.17203456 0.17151918 0.16706711 0.17078202 0.16831227 0.17284799
 0.17180619 0.17475694 0.175982   0.18107244 0.17813465 0.17847845
 0.17660999 0.17921767 0.17830396 0.17643212 0.17596843 0.17997841
 0.18307743 0.18029944 0.17940009 0.17926195 0.17637417 0.18223413
 0.18586004 0.1833777  0.18302294 0.18738462 0.18568793 0.18639103
 0.1849256  0.18647546 0.18597114 0.18641073 0.18597303 0.18887291
 0.1870338  0.18598048 0.18399471 0.18700006 0.18640063 0.18924776
 0.18896213 0.19061663 0.19095079 0.195012   0.19157286 0.19200271
 0.19534796 0.19427392 0.19627711 0.19846885 0.199662   0.20463401
 0.20915976 0.20973954 0.21091977 0.20897924 0.2052109  0.20720359
 0.20788588 0.20952056 0.20380142 0.20069165 0.20210489 0.20439718
 0.20655299 0.20914636 0.21016674 0.21271099 0.21214479]",visual,has_information,22.0
contrastive+VAE,128,"[ 0.         -0.02104496 -0.01478579 -0.00706673 -0.00064496  0.00057699
  0.00383146  0.00737634  0.01043138  0.01657303  0.02305701  0.02064605
  0.02561861  0.02656582  0.02461015  0.02932555  0.03837346  0.04123773
  0.04344345  0.04699602  0.05474605  0.05478634  0.05479408  0.05434374
  0.05633321  0.05761828  0.05947333  0.06292665  0.0682594   0.07565151
  0.07402314  0.076246    0.0785933   0.08033302  0.07976121  0.08169234
  0.0858137   0.08670945  0.08905009  0.08973517  0.09270406  0.09486327
  0.09702087  0.09876274  0.0990423   0.10294891  0.10306332  0.10357757
  0.10694487  0.11005951  0.11112555  0.11490993  0.11868105  0.12223554
  0.1278839   0.13244633  0.1344561   0.13246283  0.13481577  0.13386833
  0.13690358  0.14057865  0.14676297  0.14762023  0.14974679  0.15422928
  0.15682057  0.15692875  0.15674925  0.16055415  0.1640646   0.1645952
  0.16529746  0.16604455  0.16957815  0.16850369  0.17076543  0.17289888
  0.17329585  0.17335818  0.17473859  0.1747495   0.17428448  0.17245784
  0.17538371  0.17698149  0.18008129  0.18263623  0.18411364  0.18218968
  0.18290714  0.1827324   0.18442727  0.18688958  0.18727524  0.18585954
  0.18635122  0.18683544  0.18578536  0.18501213  0.18778333]","[0.         0.06867876 0.07846118 0.08285527 0.09011902 0.09165133
 0.09523683 0.09904953 0.09904364 0.10484059 0.1114331  0.11362559
 0.12185447 0.12146865 0.12306286 0.12988912 0.13622844 0.14295671
 0.14569118 0.14815574 0.15246148 0.15529574 0.15503039 0.15590481
 0.1597261  0.16540515 0.16511058 0.1662798  0.16640558 0.17009932
 0.17281198 0.17294869 0.16863756 0.17199018 0.16980677 0.17459432
 0.17401264 0.1763977  0.17764716 0.18196567 0.17965835 0.18022941
 0.18015569 0.18191526 0.17917076 0.17760373 0.17601669 0.1794145
 0.18272771 0.18017567 0.18133724 0.18267172 0.17962395 0.18531396
 0.18824811 0.18633256 0.18694294 0.19133031 0.19117175 0.19194834
 0.19232105 0.19283261 0.19232481 0.19299821 0.19224106 0.19482883
 0.19365557 0.19343364 0.19237242 0.19292432 0.19347592 0.19655904
 0.19646769 0.19840827 0.19850964 0.2023938  0.20048482 0.20189624
 0.20414253 0.20315333 0.20443822 0.2081204  0.20832863 0.21183446
 0.21625028 0.21677321 0.21753287 0.21610873 0.21280478 0.21337766
 0.21404965 0.21670002 0.21322712 0.21112805 0.21270784 0.2139797
 0.21536801 0.21686258 0.21762448 0.21882845 0.21832906]",visual,has_information,34.0
