method,dim_embedding,m,std,modality,signal
VAE,32,"[ 0.         -0.09344579 -0.09238001 -0.09115781 -0.08982465 -0.08870303
 -0.08730608 -0.08583049 -0.08496249 -0.08355452 -0.08259281 -0.08179992
 -0.08091985 -0.07968032 -0.07809104 -0.07637287 -0.07499999 -0.07367266
 -0.0724811  -0.07125236 -0.06999152 -0.06907765 -0.06812478 -0.0669016
 -0.06609814 -0.06484213 -0.06387152 -0.06206562 -0.06104879 -0.0599395
 -0.05875767 -0.05730598 -0.05643413 -0.05517237 -0.05401791 -0.05324205
 -0.05206728 -0.05087625 -0.049104   -0.0480505  -0.04609172 -0.04465182
 -0.04349234 -0.04286408 -0.04174565 -0.04087846 -0.03973909 -0.03853058
 -0.03766661 -0.03645264 -0.0353509  -0.03382117 -0.03257614 -0.03103426
 -0.02982408 -0.0291723  -0.02795035 -0.02641718 -0.02512749 -0.02336686
 -0.02218122 -0.02115118 -0.01937259 -0.01831499 -0.01734708 -0.015764
 -0.01477564 -0.01415113 -0.01340641 -0.01215802 -0.01038006 -0.00929082
 -0.00797712 -0.00713246 -0.00612062 -0.00460927 -0.00392888 -0.00220267
 -0.00128801 -0.00036943  0.00053143  0.00157283  0.00300198  0.00425261
  0.00563335  0.00705726  0.0084072   0.00978486  0.01099981  0.01221602
  0.01345917  0.0149017   0.016062    0.01701939  0.01772959  0.01890202
  0.01996915  0.02152891  0.02270643  0.02374176  0.02479837]","[0.         0.13628082 0.13674856 0.13731251 0.13767391 0.13826944
 0.1385926  0.13968314 0.14048886 0.14135306 0.14153395 0.14271747
 0.14366725 0.14370688 0.14295931 0.14388468 0.14397872 0.14424167
 0.14464077 0.14569976 0.14626809 0.14705346 0.14742027 0.14808926
 0.14849791 0.14961796 0.14959661 0.15110202 0.15162631 0.15244889
 0.15232011 0.15297401 0.15350761 0.15399616 0.15493013 0.15561738
 0.15598744 0.15677271 0.1570978  0.15811959 0.15860678 0.15929526
 0.16045605 0.16136826 0.16218959 0.16208363 0.16273111 0.16315577
 0.16360088 0.16494723 0.16529984 0.1664255  0.1673184  0.16848955
 0.16969756 0.17080846 0.17164854 0.17207763 0.17280016 0.17332217
 0.17453448 0.1755516  0.17640679 0.17734518 0.17801769 0.17832217
 0.17885496 0.17929114 0.18024081 0.18146295 0.18278723 0.18334139
 0.18414509 0.18523758 0.1866811  0.18745184 0.18793601 0.18921393
 0.19009696 0.19065046 0.19096847 0.19137969 0.1921466  0.19317535
 0.19450062 0.1953059  0.19604947 0.19616502 0.1969566  0.1976728
 0.1983613  0.19935489 0.20028867 0.20129719 0.20177659 0.20243486
 0.20332604 0.20379817 0.20443227 0.20498983 0.20519353]",auditory,idle
random,32,"[0.         0.05925884 0.05923612 0.04718707 0.03993241 0.0424126
 0.04238892 0.04933468 0.05204847 0.04995346 0.05046321 0.057955
 0.05663639 0.05362927 0.05535397 0.05775139 0.05974552 0.06056305
 0.06297243 0.06209184 0.06727931 0.07078896 0.07365423 0.07751454
 0.08033601 0.07871314 0.08136777 0.08633587 0.0869271  0.08828458
 0.08708016 0.08908264 0.08719487 0.08824244 0.08733209 0.08625382
 0.0863815  0.08556832 0.08537099 0.08898772 0.0920008  0.09218224
 0.0941735  0.09694181 0.09876886 0.10073624 0.0993208  0.10073724
 0.09948319 0.09758656 0.09737402 0.09630721 0.09836061 0.09579953
 0.09528746 0.09625099 0.09599483 0.09761278 0.09735023 0.09789665
 0.09998944 0.10193113 0.10466667 0.10562961 0.106076   0.10555428
 0.10482221 0.1031933  0.10338444 0.10336919 0.10156017 0.10063484
 0.10153161 0.10018605 0.10198432 0.10339038 0.10296027 0.10340893
 0.10509878 0.10550905 0.10570801 0.10645217 0.10653865 0.10691901
 0.10494188 0.10561234 0.10716061 0.10731673 0.10644103 0.10633686
 0.10667367 0.10672361 0.1056682  0.1057219  0.10701355 0.10743183
 0.10801727 0.10623201 0.10500099 0.10468726 0.10394595]","[0.         0.23326141 0.24483117 0.25334168 0.26006348 0.25120833
 0.25998265 0.26084306 0.26183359 0.25775043 0.25411629 0.25191611
 0.25074355 0.24808615 0.24378933 0.24530165 0.24490007 0.24420888
 0.24272477 0.24403438 0.23864389 0.23926375 0.23909002 0.24091328
 0.23796387 0.23788906 0.23864006 0.23475938 0.2341358  0.23662747
 0.23777526 0.23729237 0.23391963 0.23554313 0.23462081 0.23575205
 0.2324066  0.23156276 0.22871481 0.22590349 0.22523656 0.22398767
 0.2226086  0.22197883 0.22045258 0.21831435 0.21835429 0.2201525
 0.22010093 0.22138232 0.22282254 0.22441505 0.22658256 0.22635234
 0.2268758  0.22651062 0.22642154 0.22488397 0.22517978 0.22694331
 0.22594416 0.22515109 0.22462948 0.22398302 0.22379233 0.22331235
 0.22388002 0.2234774  0.22319393 0.22381959 0.22429368 0.22490414
 0.22521823 0.22504079 0.22554233 0.22511024 0.22594106 0.22500668
 0.22493492 0.22547333 0.22610304 0.22578149 0.22587972 0.22653776
 0.22584111 0.22614309 0.22503217 0.22454044 0.22393113 0.22254979
 0.22228574 0.22199037 0.22300122 0.22334232 0.22326024 0.22404985
 0.22494437 0.22510284 0.2239955  0.22320117 0.22361303]",kinetic,idle
random,32,"[ 0.         -0.09512823 -0.09514244 -0.09496203 -0.09489543 -0.09513008
 -0.09487203 -0.09495665 -0.09513664 -0.09509271 -0.09519731 -0.09518454
 -0.09516887 -0.09490611 -0.09499924 -0.09484691 -0.09491816 -0.09492009
 -0.09515522 -0.09504251 -0.09491702 -0.09503182 -0.09500624 -0.09508657
 -0.09484826 -0.09471717 -0.09465119 -0.09420253 -0.09409254 -0.09428448
 -0.09400557 -0.09401478 -0.09393216 -0.09374228 -0.0935637  -0.09348826
 -0.09328187 -0.09321728 -0.09291545 -0.09268674 -0.09254985 -0.09266818
 -0.09281083 -0.09255404 -0.0922158  -0.09203028 -0.09168935 -0.09183669
 -0.09178931 -0.09180252 -0.0918511  -0.0916848  -0.09165018 -0.09130969
 -0.09123721 -0.09120148 -0.09105786 -0.0908404  -0.09065793 -0.09080541
 -0.09079401 -0.09067664 -0.09071383 -0.09073345 -0.09071241 -0.09101482
 -0.09113003 -0.09091785 -0.09069003 -0.09078624 -0.09099892 -0.09075793
 -0.0906713  -0.0908982  -0.09106881 -0.0910367  -0.09109204 -0.09090598
 -0.09100063 -0.09083403 -0.09067751 -0.09058976 -0.09071714 -0.0904248
 -0.09022955 -0.09006008 -0.08998033 -0.08973385 -0.0896428  -0.08980496
 -0.08979235 -0.08983382 -0.08972931 -0.08973017 -0.08970321 -0.0896314
 -0.08957868 -0.08949152 -0.08947734 -0.08957455 -0.08945193]","[0.         0.13638122 0.13608687 0.13575732 0.13530345 0.13482258
 0.13485318 0.13451262 0.13406509 0.13387179 0.13366799 0.13327969
 0.13306378 0.1328662  0.13253215 0.13220053 0.13181717 0.13156528
 0.13130519 0.13134931 0.13119029 0.13109471 0.13073794 0.13088788
 0.13047354 0.13000335 0.1299746  0.12953028 0.12949458 0.12929302
 0.12908563 0.12883785 0.12834849 0.12802374 0.12795104 0.12739546
 0.1270137  0.12678177 0.12656416 0.12630809 0.12620636 0.12594594
 0.12564038 0.12563411 0.12531414 0.12511543 0.12503523 0.12479827
 0.12452439 0.12416364 0.12391606 0.12372834 0.1233826  0.12313829
 0.12291857 0.12275579 0.12256634 0.12231164 0.1222245  0.1220493
 0.12191626 0.12181614 0.12150861 0.12128289 0.12124737 0.12110587
 0.12086449 0.12035766 0.12032423 0.12018696 0.1198574  0.11980927
 0.11948411 0.11919041 0.11882235 0.11862104 0.11861972 0.11835741
 0.11807992 0.11783575 0.11779477 0.11774483 0.1174508  0.11734622
 0.11713152 0.11684064 0.11663608 0.11621037 0.11602671 0.11585902
 0.11563458 0.11552701 0.11527652 0.11518267 0.11503676 0.11502842
 0.11495515 0.11504934 0.11495057 0.11472731 0.11443988]",visual,idle
random,32,"[0.         0.03479131 0.03493054 0.03513422 0.03533366 0.03547238
 0.03560752 0.03577892 0.03590439 0.03593329 0.03606438 0.03620164
 0.03641789 0.03644374 0.03654302 0.03665627 0.03687505 0.03704458
 0.03710925 0.03728404 0.03740342 0.03761574 0.03773392 0.03791343
 0.03800817 0.03819465 0.03830832 0.03835911 0.03854054 0.03871541
 0.03886683 0.03903893 0.03913956 0.0391929  0.03926542 0.0394366
 0.03958939 0.0397328  0.03981987 0.04000693 0.04013464 0.04031812
 0.04041587 0.04057427 0.04077584 0.04095274 0.04118754 0.04121743
 0.04132246 0.04155045 0.04175272 0.04189838 0.04208609 0.04217814
 0.04240134 0.0425925  0.04269295 0.04283917 0.04291268 0.04306354
 0.04322348 0.04334277 0.04337248 0.04335737 0.04350545 0.04359231
 0.04371825 0.04379596 0.04402157 0.04422292 0.04435914 0.04459679
 0.04475971 0.04486048 0.04511168 0.04528507 0.04549684 0.0456448
 0.04586923 0.04594059 0.04607981 0.04620619 0.04645097 0.04652716
 0.04669834 0.04678762 0.04700762 0.0470665  0.04722941 0.0473012
 0.04742262 0.04755817 0.04757069 0.04764319 0.04782324 0.04784565
 0.04792012 0.04805237 0.04823197 0.04833765 0.04851901]","[0.         0.12333467 0.12339427 0.12351207 0.12359886 0.12366812
 0.12373097 0.12374381 0.12374689 0.12377348 0.12388951 0.12388404
 0.12384814 0.12386139 0.12393352 0.12400742 0.12409527 0.12419952
 0.1242923  0.12424853 0.12432108 0.12447253 0.12455573 0.12462287
 0.12467033 0.12465717 0.12470759 0.12482307 0.12482775 0.12489508
 0.12499298 0.1250391  0.12510431 0.12518635 0.12530713 0.12536285
 0.12544723 0.12559032 0.12569402 0.12572952 0.12582518 0.12603163
 0.12616623 0.12622986 0.12632407 0.12646148 0.12652098 0.12659048
 0.12664873 0.1266681  0.12673497 0.12677752 0.12685795 0.1269796
 0.12713686 0.12731146 0.12741388 0.12748849 0.12753397 0.12757339
 0.12767808 0.12774198 0.12769754 0.12776054 0.12786407 0.12801964
 0.12807968 0.12810654 0.12819595 0.12830935 0.12844973 0.1285414
 0.12861942 0.12866206 0.12870075 0.12878245 0.12890642 0.12897034
 0.12909581 0.12910703 0.12918837 0.12928094 0.12939726 0.12959781
 0.12956222 0.12966333 0.12971551 0.1298025  0.1299436  0.13000474
 0.13009091 0.13025786 0.13023674 0.13039663 0.13056795 0.1306789
 0.13076567 0.13079239 0.13084124 0.13095654 0.13113201]",auditory,idle
autoencoder,32,"[0.         0.08188869 0.10387662 0.13156072 0.14858107 0.17662987
 0.17869971 0.19186424 0.19520794 0.20443236 0.21122173 0.21621162
 0.23021836 0.23775041 0.23443059 0.2397312  0.24659894 0.25258661
 0.24755765 0.25333873 0.2557836  0.25576125 0.25951392 0.25701648
 0.25465584 0.2574052  0.26148062 0.26144464 0.26162188 0.26479635
 0.26842873 0.26874523 0.27136037 0.27148937 0.27127833 0.27061198
 0.27347048 0.27353556 0.27491666 0.2767803  0.27696758 0.28087605
 0.27960142 0.27890981 0.27908582 0.28112925 0.28151931 0.28217478
 0.28145576 0.28205936 0.28043498 0.27975587 0.27813187 0.27599421
 0.27607971 0.27471141 0.27345841 0.27262575 0.27375307 0.27213113
 0.27205655 0.2729892  0.27189273 0.27059408 0.26991745 0.27040671
 0.26924935 0.27003742 0.26988306 0.26992604 0.2698873  0.26955651
 0.27064893 0.27052733 0.26912909 0.26701591 0.26611441 0.26641904
 0.26590246 0.26555779 0.26452122 0.26289744 0.26319334 0.26216227
 0.26252151 0.26230968 0.26132326 0.26173597 0.26078698 0.26016347
 0.25963292 0.2592696  0.25896247 0.25847216 0.25777458 0.25743676
 0.25751191 0.25760409 0.25599875 0.25511303 0.25335631]","[0.         0.2739277  0.31914037 0.32478498 0.32241798 0.31060041
 0.30476695 0.29799151 0.30177605 0.28795196 0.27707082 0.27247786
 0.25756418 0.25658723 0.2597456  0.25719857 0.24902929 0.24015766
 0.23768816 0.23486812 0.23240052 0.23219868 0.22869406 0.22760146
 0.22690285 0.22369014 0.22076044 0.21508969 0.21605748 0.21223986
 0.20808624 0.20681823 0.20443957 0.19936063 0.19678749 0.19571562
 0.19006403 0.19078731 0.18779977 0.18510633 0.18369306 0.17874694
 0.17824149 0.17448583 0.17311546 0.17005461 0.17024915 0.16611104
 0.1626518  0.16352119 0.16465822 0.16410236 0.16500686 0.16567055
 0.16352736 0.16382973 0.16363844 0.16329573 0.16342284 0.16253984
 0.16220392 0.16133553 0.16113538 0.16041366 0.16125757 0.1595227
 0.16023162 0.15958658 0.15797283 0.15905945 0.15960853 0.15849155
 0.15777624 0.15628852 0.15558169 0.15511918 0.15404349 0.15438444
 0.15636882 0.1555565  0.15374814 0.15375575 0.15423011 0.15416907
 0.15493221 0.15452043 0.15508712 0.15538796 0.15401869 0.1540217
 0.1536263  0.15281486 0.15177166 0.15040454 0.15018379 0.15125544
 0.14808324 0.1465092  0.14871201 0.14706429 0.14727048]",kinetic,idle
autoencoder,32,"[0.         0.07783123 0.11958692 0.14053057 0.15975042 0.17338018
 0.17876941 0.18049323 0.19919769 0.20718844 0.20264458 0.19854415
 0.19405887 0.19588735 0.18803621 0.18570215 0.18679571 0.19009181
 0.18592051 0.18053526 0.17143851 0.16917356 0.16759717 0.16576027
 0.15712488 0.15039948 0.14880111 0.15018149 0.14775662 0.14561335
 0.14571592 0.14274527 0.14148308 0.13840575 0.14068793 0.14421271
 0.1463497  0.14496239 0.14429175 0.14431114 0.1404948  0.14219466
 0.14437631 0.14102248 0.13730464 0.13651937 0.13590495 0.13588357
 0.13755436 0.1352606  0.13537412 0.13636978 0.13790889 0.13694979
 0.13486784 0.13469758 0.13414018 0.13195174 0.13380697 0.13384905
 0.12982586 0.13017447 0.12557697 0.12367115 0.12415053 0.12534737
 0.12640803 0.12772349 0.12939865 0.12964618 0.12844223 0.12598678
 0.1257092  0.12398987 0.12363175 0.12421113 0.12366256 0.1269289
 0.12607555 0.12684383 0.12263956 0.12406071 0.12508709 0.12627556
 0.12558616 0.12612795 0.12353062 0.12378243 0.12500281 0.12058168
 0.1205253  0.11981905 0.11914025 0.11865355 0.11933605 0.11648042
 0.11635668 0.11418476 0.11481384 0.11311586 0.11568984]","[0.         0.37174754 0.35071414 0.34704017 0.32458573 0.31479239
 0.31161151 0.30306571 0.28912797 0.28012691 0.2732123  0.26181452
 0.24556623 0.23967843 0.23659615 0.23035088 0.22319334 0.22014349
 0.21219921 0.20835805 0.20342919 0.19739195 0.18934497 0.18402752
 0.17697336 0.17301799 0.16962223 0.17101856 0.16965667 0.17029158
 0.16633935 0.15730678 0.15192739 0.14784557 0.15129627 0.14730027
 0.14562746 0.14230307 0.1392904  0.13141819 0.13183301 0.13225435
 0.13575446 0.13637078 0.13359648 0.13466311 0.13077138 0.12650544
 0.12476624 0.12511686 0.12234065 0.12301604 0.12004173 0.12091682
 0.12026005 0.12252039 0.12589568 0.12668739 0.12779865 0.12503611
 0.12675132 0.12521753 0.12261035 0.12320606 0.12087463 0.12259508
 0.12570923 0.1240991  0.1236037  0.12587344 0.12547783 0.12359505
 0.12143452 0.12423012 0.12200627 0.12404972 0.12283149 0.12251899
 0.1234719  0.12358342 0.11992255 0.11951171 0.12109394 0.12052772
 0.1184374  0.11858311 0.11813242 0.11968435 0.11953066 0.11962781
 0.1198443  0.12024909 0.12031345 0.12250626 0.12060625 0.1193775
 0.11847625 0.11660574 0.11702636 0.11835621 0.1180801 ]",visual,idle
autoencoder,32,"[0.         0.18639362 0.22910077 0.2612029  0.30539164 0.33459635
 0.3363082  0.35184712 0.36250123 0.36154085 0.37358666 0.37719116
 0.37852635 0.37650454 0.3810259  0.38238003 0.38827033 0.38467833
 0.38357157 0.38854877 0.38515057 0.38629584 0.38826763 0.38395318
 0.3845308  0.38560266 0.3848532  0.38313604 0.3859831  0.38765111
 0.38303069 0.38111448 0.37961608 0.37637072 0.37580823 0.37428344
 0.37338316 0.37165135 0.36882265 0.36798452 0.36731328 0.36775511
 0.36655286 0.36466375 0.36493588 0.36000329 0.35857698 0.35692334
 0.357394   0.35476451 0.35429231 0.35391185 0.35500233 0.35398896
 0.35297419 0.35248813 0.35190385 0.35118417 0.35104288 0.34978863
 0.34821288 0.34673883 0.34622098 0.34649658 0.34848136 0.34941304
 0.34939848 0.34866288 0.34803335 0.34658721 0.34592553 0.34595351
 0.34627917 0.34428454 0.34432524 0.34353097 0.34399389 0.34441603
 0.34413639 0.34327245 0.34193228 0.33998933 0.34132184 0.34051221
 0.34009541 0.33862421 0.33735347 0.33552296 0.33519535 0.33574832
 0.33476139 0.33301118 0.33295009 0.33207239 0.33211107 0.3319347
 0.33173415 0.33009674 0.33013395 0.32840459 0.32682887]","[0.         0.39312896 0.39682291 0.38649033 0.37857119 0.37221586
 0.35682292 0.34384778 0.33114486 0.33401146 0.31070148 0.30211836
 0.3007458  0.2863136  0.27817818 0.27239484 0.26931716 0.27103303
 0.27392039 0.26295584 0.26341882 0.2670993  0.26192292 0.26213026
 0.25847565 0.25513193 0.25336384 0.25433833 0.25806811 0.25985881
 0.25838311 0.25842088 0.25758142 0.25877663 0.25588136 0.25616034
 0.25782701 0.26131895 0.25812316 0.25753022 0.25683976 0.25404902
 0.25385822 0.25506841 0.25520523 0.25590833 0.25521341 0.25538279
 0.25547414 0.2572964  0.25738061 0.25769326 0.25823831 0.25800272
 0.26040967 0.25970649 0.25919809 0.2588498  0.25735048 0.25633105
 0.25685184 0.25630148 0.25499641 0.25586638 0.25452707 0.25422584
 0.25230372 0.25130456 0.24996314 0.24997178 0.25059846 0.2507282
 0.24936233 0.2489364  0.24813553 0.24785572 0.24703598 0.24676273
 0.24658635 0.24658506 0.24625074 0.24586986 0.24421887 0.24365242
 0.24387187 0.24408364 0.24434226 0.2441232  0.24336714 0.24376159
 0.24313681 0.24292102 0.2422993  0.24270446 0.24288739 0.24270728
 0.24296797 0.24204257 0.24160489 0.24152687 0.2421038 ]",auditory,idle
contrastive,64,"[0.         0.05490682 0.1339294  0.13409813 0.16265899 0.16351067
 0.18729318 0.20239368 0.22652874 0.22792183 0.24279663 0.26583375
 0.26972143 0.27373089 0.28827395 0.29056529 0.29160555 0.29862415
 0.30029167 0.30007091 0.30315439 0.30919134 0.31269262 0.32213621
 0.32520914 0.3254201  0.32927097 0.33552587 0.33445866 0.33583523
 0.34101004 0.34422378 0.34501111 0.34824849 0.35343483 0.35583865
 0.35831899 0.36076343 0.36211407 0.36138633 0.36266222 0.36664432
 0.36860859 0.36880693 0.36907251 0.37075448 0.37042487 0.37065638
 0.37387388 0.37255058 0.37234928 0.375031   0.37669775 0.37963656
 0.38131761 0.38237181 0.38238028 0.38239491 0.38229387 0.38158117
 0.38249427 0.38137434 0.38252289 0.38334897 0.38349283 0.38357945
 0.38452723 0.38590059 0.38635161 0.38819552 0.38835538 0.38682421
 0.38625148 0.38653942 0.38784198 0.38592178 0.38637833 0.38758578
 0.38715891 0.38666354 0.38748742 0.38678215 0.38676329 0.38612049
 0.38604823 0.38650782 0.38582176 0.38692444 0.38680523 0.38733013
 0.38607418 0.38734936 0.38640954 0.38545831 0.38647186 0.38615081
 0.38555497 0.38493277 0.38547139 0.38599466 0.38515364]","[0.         0.30009089 0.32379061 0.337249   0.32596363 0.32265176
 0.32204519 0.32736922 0.32065064 0.32821372 0.33163922 0.3171185
 0.30879336 0.30409618 0.30280159 0.2948745  0.29360296 0.29047124
 0.28886092 0.28978103 0.29148661 0.28761913 0.28987492 0.28469789
 0.28565562 0.28732223 0.27863575 0.27824137 0.27681609 0.27537511
 0.2711311  0.27525042 0.27359944 0.27426375 0.27003915 0.2684652
 0.26872719 0.26749743 0.26407966 0.26518806 0.265062   0.26336595
 0.25603808 0.25412821 0.25713985 0.25613496 0.25687321 0.25607104
 0.25630243 0.25521938 0.2540098  0.25213923 0.25157571 0.24936126
 0.24829549 0.24912664 0.25077897 0.25013008 0.24961045 0.24927351
 0.25050528 0.25084267 0.24950783 0.24794464 0.24716549 0.2464794
 0.24492103 0.24249018 0.24063025 0.2389787  0.23813553 0.23732456
 0.23503051 0.23474872 0.23362976 0.23464673 0.2332933  0.23223547
 0.2317199  0.23274391 0.23008551 0.22941453 0.22861848 0.22787541
 0.22685285 0.22603097 0.2255546  0.22347633 0.22149207 0.22089361
 0.22199997 0.22085433 0.22081364 0.22077859 0.22036221 0.22024358
 0.21935308 0.21795609 0.21767196 0.21567416 0.21451385]",kinetic,idle
contrastive,64,"[0.         0.05484789 0.0990822  0.10918966 0.12735277 0.13106751
 0.1463181  0.15057898 0.1493601  0.16580016 0.17451118 0.18148857
 0.18375933 0.18713272 0.18576477 0.18005625 0.18787648 0.19069322
 0.20056114 0.20402013 0.20532336 0.20533901 0.21011924 0.21292587
 0.213954   0.21617272 0.22084723 0.22966282 0.22523586 0.23010238
 0.2309537  0.2341738  0.23401035 0.23605742 0.23770632 0.24176159
 0.24780121 0.24855476 0.25153888 0.25154334 0.2520545  0.24703662
 0.2455513  0.24516798 0.24278786 0.24262897 0.24001967 0.24258855
 0.24247724 0.24299435 0.24289893 0.24276437 0.24313124 0.24249405
 0.24187787 0.24079284 0.24138012 0.24290118 0.24308491 0.24281156
 0.24287611 0.24069309 0.24028818 0.23969012 0.23636044 0.23664067
 0.23769559 0.23922378 0.23755466 0.23709825 0.23799867 0.23721754
 0.23876205 0.23764856 0.2369501  0.23399579 0.2342716  0.23464217
 0.23314542 0.23284247 0.22976679 0.2307228  0.23254448 0.23227354
 0.23045221 0.2296892  0.22803032 0.22624368 0.22630633 0.22678217
 0.22627356 0.2261223  0.22622203 0.22512239 0.22655639 0.22527569
 0.22441819 0.22379751 0.22198253 0.22026884 0.21873026]","[0.         0.35047048 0.37540107 0.37850117 0.37873359 0.37996289
 0.37679595 0.36773912 0.35564815 0.34719189 0.339701   0.3381524
 0.33904708 0.33600084 0.33008707 0.32748688 0.32576171 0.31825717
 0.31610672 0.30904412 0.31132446 0.30789214 0.30587467 0.30313349
 0.30359369 0.30129566 0.2987462  0.29440117 0.29118336 0.28404251
 0.2812154  0.28379536 0.27920507 0.27727128 0.27747732 0.27072524
 0.27038118 0.26663683 0.26473567 0.26079311 0.26092289 0.26066619
 0.26005466 0.25865537 0.2577344  0.25718006 0.2591892  0.25550454
 0.25618288 0.25625838 0.25593871 0.25436876 0.25252522 0.24971104
 0.24772627 0.24793517 0.24754762 0.24756464 0.24931086 0.2477277
 0.24711818 0.24764203 0.24917775 0.24796288 0.24841289 0.24943735
 0.24919867 0.24781046 0.24866157 0.24890818 0.24696919 0.24757307
 0.24861375 0.24743758 0.24719793 0.24787419 0.24748444 0.24699406
 0.24524671 0.24530078 0.24399797 0.24359256 0.24569706 0.24532182
 0.24593256 0.2460002  0.24568759 0.24582354 0.2462734  0.24707676
 0.24551038 0.24660499 0.24600301 0.24583086 0.24574817 0.24525484
 0.245548   0.2461639  0.24602839 0.24546342 0.24536869]",visual,idle
contrastive,64,"[ 0.         -0.03849648 -0.0214893  -0.00520119  0.0130349   0.02886415
  0.02102149  0.01664444  0.01666134  0.03175304  0.04245398  0.05881633
  0.05848135  0.0607382   0.0592088   0.05051766  0.05059184  0.05109569
  0.05492714  0.05728256  0.06435565  0.06709997  0.07232571  0.06894724
  0.05715612  0.05658128  0.06321093  0.06224168  0.06279504  0.06843552
  0.06977783  0.06640398  0.06808688  0.07204595  0.07812759  0.07946972
  0.08103652  0.08564667  0.08561946  0.0908981   0.08531597  0.08563195
  0.08985493  0.08995013  0.09027684  0.09024028  0.08915098  0.0880591
  0.09014528  0.0903678   0.09446151  0.09313595  0.09137355  0.08893308
  0.09066245  0.08635361  0.08617151  0.0873023   0.08630856  0.08553113
  0.08722108  0.0895743   0.08744708  0.08399131  0.08697026  0.08629036
  0.08457857  0.08688665  0.08730493  0.08627856  0.08749839  0.08937845
  0.09028236  0.09066203  0.09192421  0.09156303  0.09331348  0.09535581
  0.09610476  0.09493832  0.09465731  0.09543841  0.09366729  0.09092053
  0.09087206  0.08932703  0.08794278  0.08718572  0.08833218  0.08954145
  0.09025938  0.09017469  0.08853008  0.08778506  0.08751794  0.08749974
  0.08599073  0.08648869  0.08442573  0.08394443  0.08296359]","[0.         0.25319915 0.31769913 0.35527098 0.37395841 0.38338952
 0.39973088 0.40113231 0.40583334 0.41020887 0.42255847 0.42582558
 0.43012159 0.43820624 0.44165343 0.44099565 0.43335796 0.43665613
 0.44220325 0.43711952 0.4345906  0.43675956 0.43633959 0.43299144
 0.43921923 0.43885848 0.44157714 0.43902105 0.44068274 0.4383266
 0.43773378 0.43895448 0.44178569 0.44313772 0.44033406 0.44006781
 0.44206072 0.44238716 0.44010377 0.44062224 0.43706647 0.4343178
 0.43684846 0.43798299 0.4385254  0.44032038 0.4420585  0.44057986
 0.44347196 0.44317677 0.44312572 0.44566227 0.44326221 0.44178745
 0.44147788 0.44023731 0.43943378 0.43659563 0.43623335 0.43664469
 0.43464396 0.43613577 0.4350077  0.43526747 0.43609277 0.43419495
 0.43428779 0.43454241 0.43565882 0.43592656 0.4353111  0.43353886
 0.43521024 0.43770647 0.43891768 0.43699392 0.43821288 0.43556995
 0.43512987 0.43617405 0.43422621 0.43486904 0.43389184 0.4344536
 0.43257768 0.4335585  0.43218399 0.43178766 0.42910363 0.4291366
 0.42780369 0.42733115 0.42690135 0.42550978 0.42397278 0.42560954
 0.4254193  0.42448021 0.42385466 0.42488114 0.42516217]",auditory,idle
