method,dim_embedding,m,std,modality,signal
VAE,8,"[0.         0.28886797 0.30276822 0.3160877  0.33251405 0.33384189
 0.34356389 0.35423521 0.35220593 0.36793053 0.36344165 0.3712145
 0.37662069 0.38117914 0.38738566 0.39473501 0.40409942 0.41041272
 0.40495174 0.41218433 0.41247956 0.41551751 0.41453419 0.41498079
 0.41853416 0.4201164  0.42700131 0.42859018 0.43677452 0.43702836
 0.43907358 0.44098558 0.44328867 0.44111377 0.43890505 0.44540009
 0.44707353 0.45105541 0.4532125  0.45501116 0.45420191 0.45564678
 0.45618814 0.45724937 0.45687308 0.45888357 0.46438187 0.46868353
 0.46749114 0.46891948 0.47387871 0.47448415 0.47506731 0.47716094
 0.47778801 0.47757505 0.47781061 0.47743527 0.47862785 0.47916661
 0.47972615 0.4779066  0.47890868 0.48470199 0.48923837 0.48911108
 0.48959372 0.49090354 0.4905866  0.49470784 0.49277578 0.49345481
 0.49195335 0.49320871 0.49461532 0.49707819 0.49779735 0.4981868
 0.49838851 0.49979114 0.50012373 0.49874846 0.49997844 0.49911254
 0.49510737 0.49329112 0.49345101 0.49352025 0.49393962 0.49523744
 0.49629337 0.49827251 0.49975652 0.49672654 0.49825564 0.4964113
 0.49744607 0.49838449 0.49896753 0.49978413 0.50079556]","[0.         0.37678223 0.37294693 0.38324946 0.37939283 0.3916963
 0.38902678 0.39047913 0.38810394 0.38494133 0.39207828 0.38783967
 0.38752002 0.38176567 0.37579797 0.36720642 0.36554096 0.36220005
 0.361839   0.35499473 0.3588253  0.3593377  0.35988694 0.36526634
 0.36781922 0.36579193 0.36713018 0.37008423 0.37077791 0.37164929
 0.37095275 0.37297665 0.37467216 0.37874907 0.38323534 0.38204049
 0.38162313 0.38097487 0.38174879 0.38184532 0.38233618 0.3867765
 0.38695736 0.38625876 0.38508969 0.38553756 0.38451208 0.38814638
 0.39064372 0.39132054 0.39016458 0.38876674 0.38817985 0.38952524
 0.38988034 0.39226535 0.39353494 0.39276777 0.39207841 0.39343912
 0.3923052  0.39007744 0.39090051 0.38909664 0.38950436 0.39012284
 0.39085122 0.38966835 0.39012179 0.39179581 0.39369018 0.39261025
 0.39338783 0.39371989 0.39368641 0.39236876 0.39289269 0.39135858
 0.39230024 0.3913752  0.39005802 0.39169449 0.39108328 0.38979511
 0.39135735 0.3908132  0.39127122 0.39137402 0.39027164 0.38988617
 0.38885896 0.38983272 0.38811791 0.38968102 0.39031399 0.3905408
 0.38956065 0.38995781 0.39078985 0.38956825 0.39060745]",visual,idle
VAE,8,"[ 0.         -0.02425745 -0.01732378 -0.00932511 -0.00298619  0.00033105
  0.00328349  0.00834159  0.01408223  0.0149546   0.01922866  0.02080397
  0.02464215  0.03204348  0.03366936  0.03719946  0.04092084  0.0466465
  0.05296915  0.05406521  0.0609527   0.0634245   0.06583678  0.07092243
  0.07537014  0.0780111   0.08227193  0.08845854  0.09202168  0.0949571
  0.10091452  0.10490466  0.11062341  0.1146055   0.11916087  0.12257345
  0.1265566   0.13277455  0.13781881  0.14243805  0.14727681  0.15115099
  0.15417255  0.15544543  0.15812745  0.15902154  0.16084091  0.16414192
  0.16450745  0.17001951  0.1715063   0.17272576  0.17613324  0.17571405
  0.18320908  0.18691601  0.19065843  0.19473542  0.20030277  0.20455822
  0.208867    0.2106404   0.21033544  0.21248768  0.21606416  0.21810815
  0.21878009  0.22046149  0.22153852  0.22220237  0.22540706  0.22834293
  0.22994683  0.23291389  0.23597558  0.23938061  0.24004383  0.24171334
  0.24246862  0.24396203  0.24640314  0.24835626  0.25138829  0.25167964
  0.25309818  0.25211491  0.25446286  0.25569739  0.25598291  0.25763454
  0.25886786  0.26277406  0.26278327  0.26293738  0.26461629  0.265834
  0.2662138   0.26874955  0.26992975  0.27026421  0.27059   ]","[0.         0.33997864 0.34197787 0.34208744 0.34406513 0.3433349
 0.34199825 0.34492806 0.34589708 0.34665001 0.34870675 0.34725203
 0.34803248 0.3472894  0.34541688 0.3461043  0.34534454 0.34539309
 0.3452079  0.34580895 0.34778967 0.34797103 0.34814442 0.34850585
 0.34965128 0.35070198 0.34934056 0.35213051 0.35233076 0.35171035
 0.3542464  0.35607877 0.35768869 0.35752423 0.35731494 0.35855486
 0.35771575 0.35689033 0.35637464 0.35552654 0.35544117 0.3554503
 0.35513858 0.3523343  0.35355006 0.35276517 0.35282227 0.35163725
 0.34879115 0.3475584  0.3462653  0.34585711 0.34270416 0.34108522
 0.34060806 0.34051516 0.34035103 0.34043339 0.33923239 0.33873303
 0.3399736  0.33973942 0.33812818 0.33768277 0.33636413 0.33438549
 0.33325076 0.33344454 0.33131584 0.33161988 0.33217566 0.33062717
 0.32985787 0.32926599 0.33134386 0.33055493 0.32921947 0.32998537
 0.33068484 0.32944942 0.32898448 0.33003936 0.32893477 0.32793477
 0.32705725 0.32590356 0.32685078 0.3262265  0.32799227 0.32754717
 0.32591149 0.32663774 0.32579923 0.32568688 0.32606483 0.32561357
 0.32638163 0.32587728 0.32397831 0.32376199 0.32342095]",auditory,idle
random,8,"[ 0.          0.00667848  0.00644618  0.01639328  0.00990614  0.00558181
  0.00814969  0.0036216   0.01309072  0.00818808 -0.00137801  0.00744933
  0.00952137  0.01456303  0.01582587  0.01730995  0.01126061  0.02309116
  0.02092975  0.01459962  0.01650276  0.01229791  0.01561031  0.01264793
  0.00963582  0.01019778  0.01377417  0.01428539  0.01463148  0.01272377
  0.01628514  0.02119871  0.01975348  0.01950652  0.02155456  0.02226436
  0.02539588  0.02805718  0.03024736  0.02596035  0.02799561  0.02660533
  0.02759966  0.0296019   0.02727818  0.02894792  0.02678602  0.02615348
  0.02707028  0.02569464  0.02146279  0.0215021   0.02089129  0.02257387
  0.01851991  0.02115539  0.02365941  0.022633    0.02548906  0.02557575
  0.02673179  0.02587114  0.02690075  0.02711978  0.02686165  0.02900342
  0.02850804  0.02815721  0.02766276  0.02680341  0.0252449   0.02570455
  0.02595154  0.02795717  0.02881761  0.02706905  0.02618639  0.0281002
  0.03043994  0.0309051   0.02985184  0.03052073  0.03073559  0.03164538
  0.03273913  0.03154644  0.02931577  0.02947907  0.02898446  0.02841335
  0.02835709  0.02710372  0.0259348   0.02584385  0.02530577  0.02684341
  0.02719532  0.02728662  0.02674509  0.02790573  0.02817414]","[0.         0.28018561 0.29138582 0.28931287 0.27966896 0.27643057
 0.27751304 0.28320136 0.2799009  0.28588462 0.28518234 0.28892529
 0.28980875 0.28497311 0.28750216 0.28860001 0.29169472 0.28951106
 0.28874816 0.28666434 0.28608067 0.28554752 0.28532771 0.28635809
 0.2889631  0.28680378 0.28417881 0.28649549 0.28893826 0.29255705
 0.29361246 0.29433084 0.29185071 0.29452943 0.29739052 0.29983571
 0.30090386 0.3021903  0.3004083  0.29994469 0.30166086 0.30069369
 0.30000721 0.29790571 0.29958167 0.29707159 0.29988516 0.29855501
 0.29693989 0.29524778 0.29517295 0.29673297 0.29686053 0.29661442
 0.29666554 0.29702602 0.29821907 0.29966609 0.29840226 0.2969718
 0.29862348 0.30166756 0.30205367 0.30325712 0.30244204 0.30085149
 0.30128337 0.3055381  0.30482705 0.30522723 0.30408547 0.30441723
 0.30299324 0.30277105 0.30552545 0.30373816 0.30438423 0.30509548
 0.30635576 0.30880346 0.30882745 0.30732032 0.30940617 0.30858668
 0.30867592 0.30845321 0.30799991 0.30996115 0.30839882 0.30870276
 0.31017091 0.31064831 0.31040501 0.31068673 0.31139905 0.3116219
 0.31135342 0.3109981  0.31147495 0.31316606 0.31323977]",kinetic,idle
random,8,"[ 0.         -0.02196094 -0.02084191 -0.02208216 -0.02417799 -0.02572975
 -0.0263538  -0.02698581 -0.02562257 -0.02636318 -0.02765519 -0.0289002
 -0.03062939 -0.03137417 -0.03214757 -0.03183776 -0.03290588 -0.0343292
 -0.0340021  -0.03531777 -0.03697314 -0.03784973 -0.03701155 -0.03802953
 -0.03778008 -0.03924444 -0.03765165 -0.03840623 -0.03750718 -0.03573855
 -0.03675852 -0.03706161 -0.03767853 -0.03945228 -0.04031451 -0.0379993
 -0.03685172 -0.03734197 -0.03743921 -0.03820273 -0.03572603 -0.03586585
 -0.03648277 -0.03565294 -0.03661884 -0.03551294 -0.03527249 -0.03573459
 -0.0366989  -0.03877193 -0.03816016 -0.03656918 -0.03819908 -0.03642501
 -0.03683885 -0.03707729 -0.03852431 -0.0391749  -0.03789736 -0.03760882
 -0.03736757 -0.03696548 -0.03651818 -0.03698838 -0.03857577 -0.03906224
 -0.03919329 -0.03989345 -0.04039394 -0.04258275 -0.04316735 -0.04338193
 -0.04419941 -0.04423018 -0.04553073 -0.04578346 -0.04565977 -0.04520182
 -0.04565388 -0.04639701 -0.04656907 -0.04613192 -0.04719313 -0.04703429
 -0.04686833 -0.04681703 -0.04578012 -0.04470351 -0.04627941 -0.04460199
 -0.04400174 -0.04345096 -0.04332887 -0.04311646 -0.04279238 -0.04329439
 -0.04259206 -0.04318985 -0.04290108 -0.04334218 -0.04372314]","[0.         0.21494513 0.21449556 0.2150081  0.21537324 0.21593379
 0.21788789 0.21901667 0.220599   0.2223039  0.22323645 0.22402697
 0.22654637 0.22816397 0.22740383 0.22996815 0.2321054  0.23420657
 0.23447413 0.23653878 0.23657584 0.23774229 0.23975784 0.24130945
 0.24234194 0.24247429 0.24270755 0.24512051 0.24651912 0.24820622
 0.25005949 0.25037072 0.25109849 0.25325736 0.2531765  0.25397294
 0.25478935 0.25524337 0.25520412 0.25768405 0.25973675 0.26040612
 0.26085273 0.26146783 0.2633825  0.26405199 0.26487873 0.26594125
 0.26548278 0.2668847  0.2660265  0.26658595 0.26646318 0.26604631
 0.26564098 0.26503261 0.2644213  0.26468429 0.26500139 0.26545742
 0.26674652 0.26743019 0.26755955 0.26745927 0.2670388  0.26852282
 0.26859485 0.26836409 0.26761157 0.26881166 0.2682165  0.26958297
 0.27058483 0.27095913 0.27053976 0.2708834  0.27107994 0.27072222
 0.27090619 0.27101168 0.27131565 0.27188629 0.27204864 0.27281684
 0.27171873 0.27314064 0.27310728 0.27440795 0.27433483 0.27415233
 0.27399364 0.27483667 0.27549955 0.27517966 0.27514313 0.27684401
 0.27752709 0.27848369 0.27889773 0.27832184 0.27832989]",visual,idle
random,8,"[ 0.         -0.46838309 -0.46821451 -0.46827706 -0.46810325 -0.46777018
 -0.46734897 -0.46746077 -0.46817696 -0.46835347 -0.4689627  -0.46944965
 -0.4703472  -0.47015191 -0.47029591 -0.47011438 -0.47023746 -0.46978822
 -0.46940889 -0.4702788  -0.46993765 -0.46962457 -0.46983404 -0.46865315
 -0.46963958 -0.46901504 -0.4688007  -0.46878155 -0.46822501 -0.46755641
 -0.46700959 -0.46597781 -0.46567171 -0.46551148 -0.46571656 -0.46594566
 -0.46604951 -0.46611881 -0.46574525 -0.46532751 -0.4648838  -0.46458122
 -0.46393016 -0.46336506 -0.46325737 -0.4627847  -0.46224129 -0.46221544
 -0.461751   -0.46128115 -0.46096519 -0.45967239 -0.45888099 -0.45907184
 -0.45813586 -0.45648514 -0.45558067 -0.45571491 -0.45454976 -0.45427052
 -0.45337746 -0.45278637 -0.45248867 -0.45223864 -0.45171105 -0.4510271
 -0.45062878 -0.44969484 -0.44870448 -0.44822219 -0.4475211  -0.44658377
 -0.44585804 -0.44561135 -0.44493882 -0.44443154 -0.44352998 -0.44272787
 -0.44215791 -0.44163236 -0.44190833 -0.44098982 -0.44016857 -0.43946026
 -0.43840898 -0.43731843 -0.43694733 -0.4366101  -0.43582778 -0.43580058
 -0.43554653 -0.43468722 -0.4341535  -0.43388332 -0.43290169 -0.43229933
 -0.43197093 -0.43132859 -0.43144016 -0.43066739 -0.43029364]","[0.         0.05504567 0.05691416 0.05801113 0.06008412 0.06276649
 0.06382317 0.06562504 0.06672186 0.06860753 0.06943966 0.06971344
 0.07133863 0.0733483  0.07490578 0.07732904 0.07894422 0.08160969
 0.08323436 0.08341581 0.08483832 0.0865796  0.08719663 0.08955236
 0.09073646 0.09333319 0.09477422 0.09538387 0.09702003 0.09869289
 0.1009355  0.1036375  0.10517931 0.10642772 0.10799465 0.10954583
 0.11090392 0.11122426 0.11321266 0.11438226 0.11515897 0.1160637
 0.11712222 0.11858982 0.11997488 0.12086239 0.12278694 0.12427399
 0.12584597 0.12792444 0.12914404 0.13105537 0.13260241 0.13372693
 0.13556379 0.13775566 0.14011374 0.14054798 0.14285092 0.14368321
 0.14507256 0.14669729 0.14714505 0.14909164 0.15088312 0.1517222
 0.15267589 0.15335753 0.15511335 0.15642707 0.15778864 0.15904897
 0.16012041 0.16088836 0.16210942 0.16274944 0.16416591 0.16561509
 0.16674081 0.16779131 0.16839498 0.16963119 0.17065171 0.17154894
 0.17271495 0.17379942 0.1746883  0.17583056 0.17668524 0.1771294
 0.17715152 0.1781099  0.17968176 0.18052789 0.18189592 0.18258033
 0.18347589 0.18357391 0.18412932 0.18550417 0.18593983]",auditory,idle
autoencoder,8,"[0.         0.02523478 0.05766022 0.07073073 0.08266557 0.08453635
 0.08662143 0.10071867 0.11611321 0.12223414 0.12274583 0.12440969
 0.12309945 0.1323641  0.13851372 0.13876333 0.14519266 0.1537929
 0.15711377 0.15004923 0.15479494 0.16271461 0.17428034 0.17407199
 0.17180334 0.16898594 0.17028665 0.17435604 0.168927   0.16489005
 0.16669855 0.16861779 0.17228784 0.17628409 0.18060862 0.18144027
 0.17707217 0.17393716 0.17347709 0.17704794 0.17589648 0.17723432
 0.17895301 0.17998506 0.18197294 0.18745014 0.18349449 0.18699206
 0.1879491  0.19033147 0.19035512 0.18982    0.18959883 0.19431467
 0.19380742 0.19824244 0.19843661 0.20095387 0.19973035 0.20252152
 0.20279043 0.20169321 0.20152953 0.19946484 0.19993939 0.19994396
 0.19746294 0.19710281 0.19775498 0.19615801 0.19559418 0.19444498
 0.19408988 0.19550894 0.19324387 0.19467354 0.19302668 0.19282691
 0.19229042 0.19363157 0.19322618 0.19299202 0.19266138 0.19450376
 0.1954684  0.19522449 0.19592578 0.19582289 0.19622999 0.19651641
 0.19632491 0.19560092 0.19498533 0.195917   0.19446982 0.19762056
 0.19777986 0.19644379 0.19668044 0.19637472 0.1957086 ]","[0.         0.39056538 0.37753678 0.37623585 0.38007181 0.39401206
 0.38058965 0.3730619  0.36182407 0.35962854 0.35695826 0.3555378
 0.35236417 0.36208903 0.36121295 0.36562046 0.36534718 0.37332133
 0.36608164 0.36262388 0.35821339 0.36353498 0.3597325  0.35409653
 0.35731124 0.35361591 0.34958979 0.35025666 0.3528258  0.3540141
 0.35669758 0.35364587 0.34883358 0.34667726 0.34815542 0.3487895
 0.34722409 0.34768205 0.34955374 0.34599237 0.34579437 0.34388487
 0.34485936 0.34035142 0.3403961  0.3382694  0.33820169 0.33582695
 0.33455458 0.33188798 0.33349612 0.33277429 0.33440768 0.3338064
 0.33299728 0.33414056 0.33544359 0.33414788 0.33403192 0.33161139
 0.33440783 0.3335255  0.33298669 0.33485158 0.33365475 0.33099
 0.33131188 0.33031856 0.32915904 0.33015698 0.33099217 0.33083252
 0.32843102 0.32851378 0.32973977 0.33033425 0.33287267 0.33348947
 0.33280873 0.33309275 0.33364475 0.3341223  0.33455259 0.33368539
 0.33487147 0.33584343 0.33412877 0.33551187 0.33455211 0.33296752
 0.33224392 0.33073417 0.33067865 0.33246021 0.33273831 0.33207239
 0.33193782 0.33242746 0.33253012 0.33270676 0.33324829]",kinetic,idle
autoencoder,8,"[0.         0.08127237 0.08376537 0.09624532 0.12934781 0.14216208
 0.14886549 0.14608127 0.1611836  0.14737998 0.13660013 0.13633673
 0.13424541 0.1383544  0.13259908 0.13266985 0.12843741 0.12139717
 0.1282834  0.13078091 0.13084786 0.13427404 0.12678069 0.12513939
 0.13638111 0.13376981 0.1325035  0.13452571 0.13865981 0.14534187
 0.14387741 0.1473217  0.14051995 0.13629712 0.13615167 0.13389514
 0.13310301 0.13750367 0.13073446 0.13722925 0.14358251 0.14920598
 0.14779997 0.14805314 0.15185943 0.1546165  0.15676848 0.15276292
 0.15671994 0.153831   0.16056735 0.16095746 0.1572712  0.15478066
 0.15859026 0.15824423 0.15142778 0.15487578 0.15531305 0.15569017
 0.15702357 0.15588119 0.15555477 0.15503872 0.15838867 0.16020382
 0.15390875 0.15339042 0.15206088 0.16045299 0.15927534 0.15829458
 0.1638125  0.16105221 0.15836288 0.15895277 0.15441901 0.15006256
 0.15466877 0.15730826 0.1592075  0.1638635  0.16136099 0.16581486
 0.16542862 0.16202554 0.16184226 0.15754141 0.15987774 0.15707151
 0.1602653  0.15524288 0.15554905 0.1591195  0.15873637 0.15873422
 0.15787355 0.15787609 0.15680502 0.15647639 0.15506084]","[0.         0.39472414 0.36805507 0.37214811 0.36154394 0.36063858
 0.34952183 0.3340269  0.31772934 0.31454637 0.32103716 0.31839397
 0.31312698 0.30454043 0.31174517 0.30390424 0.31256606 0.30159237
 0.2977143  0.28923406 0.28563632 0.28459809 0.27940383 0.27362354
 0.26611683 0.26666389 0.27024289 0.27232998 0.26715327 0.26829614
 0.26883711 0.26032    0.25424398 0.24600736 0.24470616 0.24747325
 0.24367881 0.24017478 0.24316484 0.24556518 0.24611922 0.24309847
 0.24433415 0.24400377 0.24167018 0.24450192 0.24233449 0.24199849
 0.23841591 0.23822388 0.23362026 0.23244412 0.23552624 0.23528232
 0.23431549 0.23345932 0.23333604 0.23354641 0.23345817 0.23085965
 0.22661073 0.22336172 0.23088857 0.22914318 0.22959974 0.23209042
 0.23546922 0.24183613 0.23721346 0.24103509 0.23568939 0.23558408
 0.23793812 0.23499978 0.23162608 0.22932678 0.22722784 0.2280012
 0.22929548 0.22787019 0.22894264 0.22952737 0.22958877 0.23501689
 0.23491219 0.23071377 0.23082153 0.23253665 0.23047207 0.22983563
 0.22662849 0.22670797 0.22850145 0.22956834 0.23268503 0.2315226
 0.2327673  0.23251378 0.23200948 0.22845178 0.22763544]",visual,idle
autoencoder,8,"[0.         0.12057195 0.1827668  0.23313088 0.26946108 0.29520154
 0.31781775 0.34121637 0.36877508 0.37054328 0.39192532 0.38973921
 0.39296631 0.39810422 0.40330824 0.41018105 0.41145018 0.41173509
 0.41747332 0.42924899 0.42669211 0.42820423 0.43185025 0.43448571
 0.43156749 0.43360862 0.43506377 0.43542573 0.43581505 0.43516943
 0.43592391 0.43516862 0.4305763  0.43126146 0.43230033 0.43262189
 0.43498026 0.43574251 0.4388003  0.43648048 0.4369449  0.43768559
 0.43792705 0.43540242 0.43830814 0.43745669 0.43807934 0.43787784
 0.43804477 0.43571022 0.43467946 0.43702963 0.43444007 0.43431844
 0.43131015 0.43052704 0.42977248 0.42891928 0.42926381 0.42961748
 0.43170504 0.43245803 0.43338174 0.43109465 0.4301324  0.4290582
 0.42695153 0.42287363 0.42313798 0.42230178 0.4236224  0.42499213
 0.42604341 0.42530378 0.42319164 0.42254154 0.42426943 0.4257155
 0.42513438 0.42335075 0.42327128 0.42501499 0.4225549  0.42073976
 0.42032836 0.42133975 0.42085633 0.42005798 0.41991211 0.42040413
 0.42239975 0.42343353 0.42060971 0.420723   0.41984402 0.41828243
 0.41596585 0.41585144 0.41604976 0.41477152 0.41462467]","[0.         0.41219874 0.41391067 0.40704591 0.37959792 0.37813793
 0.36598546 0.3581908  0.35103523 0.35311246 0.35190623 0.3485993
 0.34294269 0.33849635 0.33376351 0.33154891 0.32745949 0.31886129
 0.32575854 0.31335254 0.316681   0.31877847 0.31368892 0.30646612
 0.29966657 0.2932057  0.29324675 0.28883676 0.28553734 0.28551391
 0.28305886 0.28493467 0.28690754 0.28548245 0.27913509 0.27954065
 0.27515763 0.27699153 0.27728603 0.28032348 0.28208896 0.27831361
 0.27847848 0.27291715 0.26841192 0.26912975 0.2657178  0.26351522
 0.26230519 0.2621561  0.26128152 0.25800164 0.2585185  0.2581145
 0.25777044 0.25310586 0.25414473 0.25176246 0.24955442 0.24885073
 0.24765689 0.24848151 0.24644673 0.24740998 0.25133586 0.25022483
 0.25002326 0.25073374 0.24987056 0.25156583 0.25066096 0.24835683
 0.24853863 0.24885141 0.24804295 0.25024435 0.2502749  0.24781107
 0.24932499 0.24836751 0.24917018 0.24707711 0.24766028 0.24987434
 0.24977477 0.24843185 0.24951078 0.25020721 0.2512671  0.25011935
 0.24719976 0.24737091 0.24770231 0.24893734 0.24812848 0.24886853
 0.24871788 0.24922875 0.24912184 0.24883284 0.24799292]",auditory,idle
contrastive,16,"[0.         0.03283404 0.09786124 0.0909412  0.13756333 0.15457566
 0.17392934 0.15012362 0.15561023 0.16029122 0.15554805 0.17484461
 0.16219986 0.15440486 0.15143433 0.1493402  0.15807861 0.16158132
 0.16826438 0.17041791 0.17955578 0.1828182  0.18891098 0.18935661
 0.19069451 0.19260502 0.19816077 0.19594464 0.19505033 0.19503401
 0.19821868 0.20472757 0.20815011 0.20864127 0.20746677 0.21582776
 0.21638417 0.21747264 0.21936539 0.22058819 0.21980131 0.21419831
 0.21627281 0.21736024 0.21828168 0.22313424 0.21981568 0.21827773
 0.2185437  0.21767645 0.21673473 0.21851987 0.21994333 0.22084415
 0.21678982 0.21315955 0.21214596 0.21155184 0.21288174 0.21497328
 0.21524362 0.21706644 0.21832682 0.21687205 0.21682466 0.21376156
 0.21177428 0.21181736 0.21031937 0.21278843 0.21312309 0.21259779
 0.21317553 0.21317094 0.21346112 0.21375567 0.21225594 0.21333174
 0.21260509 0.21206419 0.21214115 0.21437138 0.2133478  0.21438409
 0.2145088  0.21563736 0.21416    0.2142595  0.21310225 0.21538612
 0.21591412 0.21635595 0.21816139 0.21723926 0.21897923 0.22008641
 0.22034353 0.21925623 0.21846432 0.2173564  0.21689138]","[0.         0.39611537 0.43050553 0.43526108 0.43578871 0.44076005
 0.4440345  0.44119271 0.43881721 0.442973   0.42866489 0.42819945
 0.42975886 0.42995534 0.43227051 0.43934224 0.43591258 0.42923004
 0.42121212 0.41674358 0.41615857 0.4148661  0.42006476 0.42119757
 0.41528922 0.41589956 0.41363362 0.41460119 0.41006468 0.41439279
 0.41149187 0.40567531 0.40386318 0.40261371 0.40414889 0.40368086
 0.40799886 0.40952681 0.40762369 0.40534545 0.40198576 0.39963375
 0.39678337 0.39515517 0.39346523 0.38993172 0.39268118 0.39479465
 0.39304309 0.39050548 0.39115476 0.39175742 0.38866695 0.38864906
 0.39065388 0.39179873 0.39104325 0.38872165 0.38841793 0.38645625
 0.38688237 0.38645441 0.38705145 0.38835853 0.38556441 0.38473196
 0.38595408 0.38419992 0.38498567 0.38248152 0.38177623 0.38204742
 0.38153357 0.38238707 0.38185893 0.37925564 0.37782401 0.37789815
 0.38034576 0.37709944 0.37602126 0.37469471 0.37576717 0.37434565
 0.37316895 0.37080496 0.37198056 0.37220171 0.37210593 0.36986765
 0.36957627 0.36962304 0.36923557 0.36850371 0.36771054 0.36651771
 0.36578532 0.36557896 0.36445123 0.36485332 0.36484741]",kinetic,idle
contrastive,16,"[0.         0.11449787 0.1578881  0.17044185 0.19648759 0.20526471
 0.22816177 0.23818735 0.24003648 0.25381507 0.25414148 0.25438526
 0.25584457 0.26368289 0.26590743 0.26598115 0.27700965 0.27380275
 0.27838239 0.27765013 0.28092965 0.28313879 0.29025151 0.29547941
 0.29439886 0.28910658 0.28978764 0.28771917 0.28678738 0.28616534
 0.2869843  0.2903534  0.29144212 0.29176261 0.29361293 0.29584764
 0.29715932 0.29474488 0.2934818  0.29149092 0.2904821  0.29224005
 0.29234895 0.29066443 0.29060943 0.2879574  0.28961095 0.29083011
 0.29174559 0.29272635 0.29372091 0.29409608 0.2932956  0.29238553
 0.2971906  0.30030291 0.30212965 0.30208085 0.3030031  0.30423375
 0.30193883 0.30608852 0.30683577 0.30591551 0.30910912 0.30863348
 0.31026407 0.31004057 0.31076526 0.3122877  0.3144758  0.3136605
 0.31346696 0.31366825 0.31351056 0.31331667 0.31501705 0.31503771
 0.31621133 0.31556774 0.31389906 0.31195996 0.31310829 0.31292786
 0.31387634 0.31367601 0.31380389 0.31200638 0.31128144 0.31109391
 0.31071207 0.31020657 0.31113758 0.3116479  0.31296915 0.31367405
 0.31351448 0.31374602 0.31369998 0.31311744 0.31500416]","[0.         0.41120068 0.39471155 0.37019954 0.36191835 0.34543808
 0.33860019 0.33391647 0.34094429 0.32901054 0.33107728 0.33068703
 0.32930227 0.32540868 0.31935171 0.31793649 0.30613029 0.30429211
 0.29980314 0.29674998 0.29199143 0.29023793 0.28839948 0.28307146
 0.28979273 0.28960311 0.28520401 0.2836443  0.27783012 0.27898244
 0.27699659 0.2743225  0.27257668 0.27309255 0.27298985 0.26805252
 0.26802973 0.26821916 0.26687453 0.26654406 0.26548645 0.2626458
 0.26142955 0.258874   0.25922442 0.26196408 0.26067717 0.26150297
 0.25953523 0.25988264 0.26036231 0.25954297 0.25643812 0.25610137
 0.25663501 0.2543984  0.25433583 0.25168828 0.25025951 0.2501968
 0.24795607 0.24452684 0.2443228  0.24505468 0.2455631  0.24348697
 0.24252172 0.2426111  0.24199367 0.2419103  0.23972211 0.23823537
 0.23957428 0.23810675 0.23764187 0.23793851 0.23633909 0.23659556
 0.23542111 0.23501376 0.23363057 0.23419986 0.23388271 0.23488065
 0.23388457 0.23415043 0.23533397 0.23475209 0.23453307 0.23286062
 0.23127358 0.23131618 0.22930818 0.22701851 0.22568312 0.22301374
 0.22405237 0.2234256  0.22235412 0.22338218 0.22195587]",visual,idle
